,,Dev Info,,,,,Other DevInfo sources,,,,G-Econ,,,DHS (Equity),,,MICS (Equity),,,National Statistics Institute,,,,SEDAC / CIESIN,,,,OECD,,,,OPHI,,,,HarvestChoice,,,,NBER,,,,DHS (Open Aid Partnership),,,,DHS,,,
Thailand,462,no DevInfo,,,,,,,,,Thailand_Calc_MM_071205.xls,http://gecon.yale.edu/thailand,http://gecon.yale.edu/sites/default/files/Thailand_Calc_MM_071205.xls,,,,Equity (DHS and MICS) for Gapminder.xlsx,https://www.dropbox.com/sh/e7oqw6huu5k215m/c0qsUbRg5r,,,,,,imr_highres.csv,http://sedac.ciesin.columbia.edu/data/set/povmap-global-subnational-infant-mortality-rates/data-download,http://sedac.ciesin.columbia.edu/povmap/downloads/ds_global/imr_tabular.zip,https://www.facebook.com/socioeconomicdataandappsctr,,,,,Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx,http://www.ophi.org.uk/multidimensional-poverty-index/mpi-data-bank/mpi-data/,http://www.ophi.org.uk/wp-content/uploads/Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx?7ff332,https://www.facebook.com/pages/OPHI-Oxford-Poverty-and-Human-Development-Initiative/206436442734224,,,,,regions_data_web_july2012.xls,http://scholar.harvard.edu/shleifer/publications/human-capital-and-regional-development,http://scholar.harvard.edu/files/shleifer/files/regions_data_web_july2012.xls,,ThailandPopADM1.xlsx,https://drive.google.com/folderview?id=0B0HB08a-a9MbRDFTdWNSLTZHV1k&usp=sharing,"https://doc-14-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/km6tvivs70vams70h5u02v5g2910ghho/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbbmdPVWZQODhkbUE?h=07874974558453865051&e=download, ",,,http://spatialdata.measuredhs.com/data.html,,
Timor-Leste,232,English,Timor Leste_2011_en.csv,http://www.devinfo.org/timorleste/libraries/aspx/Home.aspx,http://www.devinfo.org/timorleste/stock/data/CSV_DataFiles/Timor%20Leste_2011_en.zip,http://www.devinfo.org/articles/news,,,,,,,,"Mortality rates (DHS) for Gapminder.xlsx
Fertility rates (DHS) for Gapminder.xlsx
Equity (DHS and MICS) for Gapminder.xlsx",https://www.dropbox.com/sh/e7oqw6huu5k215m/c0qsUbRg5r,,,,,,,,,,,,,,,,,Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx,http://www.ophi.org.uk/multidimensional-poverty-index/mpi-data-bank/mpi-data/,http://www.ophi.org.uk/wp-content/uploads/Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx?7ff332,https://www.facebook.com/pages/OPHI-Oxford-Poverty-and-Human-Development-Initiative/206436442734224,,,,,,,,,"Timor-Leste_adm1.xls
TimorLestePopADM1.xlsx","https://drive.google.com/a/gapminder.org/folderview?id=0B0HB08a-a9MbQmwxTHBnVTRKUmc&usp=sharing
https://drive.google.com/folderview?id=0B0HB08a-a9MbRDFTdWNSLTZHV1k&usp=sharing","https://doc-04-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/gcn8b7aea6c4d37n0it9hapt7vrv72id/1381154400000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbS2FNUXdzak5Welk?h=07874974558453865051&e=download, https://drive.google.com/a/gapminder.org/folderview?id=0B0HB08a-a9MbQmwxTHBnVTRKUmc&usp=sharing
https://doc-00-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/e52ngg0kvevbriddq5qkkbuu1usamn2q/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9Mba1NYalNQZHg5MnM?h=07874974558453865051&e=download, ",,,http://spatialdata.measuredhs.com/data.html,,
Togo,375,in French,Togo Info_2012_fr.csv,http://www.devinfo.org/togoinfo/libraries/aspx/Home.aspx,http://www.devinfo.org/togoinfo/stock/data/CSV_DataFiles/Togo%20Info_2012_fr.zip,http://www.devinfo.org/articles/news,,,,,,,,"Mortality rates (DHS) for Gapminder.xlsx
Fertility rates (DHS) for Gapminder.xlsx
Equity (DHS and MICS) for Gapminder.xlsx",https://www.dropbox.com/sh/e7oqw6huu5k215m/c0qsUbRg5r,,Equity (DHS and MICS) for Gapminder.xlsx,https://www.dropbox.com/sh/e7oqw6huu5k215m/c0qsUbRg5r,,,,,,"imr_highres.csv
hunger_data.csv","http://sedac.ciesin.columbia.edu/data/set/povmap-global-subnational-infant-mortality-rates/data-download
http://sedac.ciesin.columbia.edu/data/set/povmap-global-subnational-prevalence-child-malnutrition/data-download","http://sedac.ciesin.columbia.edu/povmap/downloads/ds_global/imr_tabular.zip
http://sedac.ciesin.columbia.edu/povmap/downloads/ds_global/hunger_tabular.zip",https://www.facebook.com/socioeconomicdataandappsctr,,,,,Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx,http://www.ophi.org.uk/multidimensional-poverty-index/mpi-data-bank/mpi-data/,http://www.ophi.org.uk/wp-content/uploads/Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx?7ff332,https://www.facebook.com/pages/OPHI-Oxford-Poverty-and-Human-Development-Initiative/206436442734224,"TPOV_PT125.csv
TPOV_PT200.csv","http://harvestchoice.org/data/poverty-headcount-ratio-below-05-ppp-125day-percent-2005
http://harvestchoice.org/data/poverty-headcount-ratio-below-05-ppp-200day-percent-2005","http://harvestchoice.org/sites/default/files/downloads/data/TPOV_PT125_2.zip
http://harvestchoice.org/sites/default/files/downloads/data/TPOV_PT200_2.zip",https://www.facebook.com/harvestchoice,,,,,TogoPopADM1.xlsx,https://drive.google.com/folderview?id=0B0HB08a-a9MbRDFTdWNSLTZHV1k&usp=sharing,"https://doc-0o-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/kg6pc1ar4d9jaquksjbovc216smfmths/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbUklHbFVSSFhjM2s?h=07874974558453865051&e=download, ",,,http://spatialdata.measuredhs.com/data.html,,
Tonga,160,no DevInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TongaPopADM1.xlsx,https://drive.google.com/folderview?id=0B0HB08a-a9MbRDFTdWNSLTZHV1k&usp=sharing,"https://doc-0g-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/nn5hbvq50qgo1bfhefkq6jviroer49t4/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbZ29NZnlLSVQ3X2c?h=07874974558453865051&e=download, ",,,,,
Trinidad and Tobago,155,?,,,,,,,,,,,,,,,Equity (DHS and MICS) for Gapminder.xlsx,https://www.dropbox.com/sh/e7oqw6huu5k215m/c0qsUbRg5r,,,,,,,,,,,,,,Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx,http://www.ophi.org.uk/multidimensional-poverty-index/mpi-data-bank/mpi-data/,http://www.ophi.org.uk/wp-content/uploads/Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx?7ff332,https://www.facebook.com/pages/OPHI-Oxford-Poverty-and-Human-Development-Initiative/206436442734224,,,,,,,,,TrinidadPopADM1.xlsx,https://drive.google.com/folderview?id=0B0HB08a-a9MbRDFTdWNSLTZHV1k&usp=sharing,"https://doc-00-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/ghsec1qd9e9bi7k93i9rf896vaa0t83p/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbcGktTHJhS1M2SjQ?h=07874974558453865051&e=download, ",,,,,
Tunisia,349,no DevInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TunisiaPopADM1.xlsx,https://drive.google.com/folderview?id=0B0HB08a-a9MbRDFTdWNSLTZHV1k&usp=sharing,"https://doc-0k-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/t4u17klt2sn24hk1rifme3kf29f7p3v8/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbLUplTmlGdjZHeDA?h=07874974558453865051&e=download, ",,,http://spatialdata.measuredhs.com/data.html,,
Turkey,458,no DevInfo,,,,,,,,,Europe_cal_xi_101309.xls,http://gecon.yale.edu/turkey,http://gecon.yale.edu/sites/default/files/Europe_cal_xi_101309_21.xls,"Mortality rates (DHS) for Gapminder.xlsx
Fertility rates (DHS) for Gapminder.xlsx
Equity (DHS and MICS) for Gapminder.xlsx",https://www.dropbox.com/sh/e7oqw6huu5k215m/c0qsUbRg5r,,,,,,,,,,,,,OECD metropolitan areas.xls,http://stats.oecd.org/#,http://stats.oecd.org/FileView2.aspx?IDFile=00fa8a34-d432-4aff-aad4-b0924ff0c89e,http://www.oecd.org/std/theoecdstatisticsnewsletter-allissues.htm,Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx,http://www.ophi.org.uk/multidimensional-poverty-index/mpi-data-bank/mpi-data/,http://www.ophi.org.uk/wp-content/uploads/Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx?7ff332,https://www.facebook.com/pages/OPHI-Oxford-Poverty-and-Human-Development-Initiative/206436442734224,,,,,regions_data_web_july2012.xls,http://scholar.harvard.edu/shleifer/publications/human-capital-and-regional-development,http://scholar.harvard.edu/files/shleifer/files/regions_data_web_july2012.xls,,TurkeyPopADM1.xlsx,https://drive.google.com/folderview?id=0B0HB08a-a9MbRDFTdWNSLTZHV1k&usp=sharing,"https://doc-08-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/f77kuf11uqg0ks4a0831f29fd4b1tv9r/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbRHVNa2NwVXJoaUk?h=07874974558453865051&e=download, ",,,http://spatialdata.measuredhs.com/data.html,,
Turkmenistan,268,no DevInfo,,,,,,,,,,,,,,,,,,,,,,"imr_highres.csv
hunger_data.csv","http://sedac.ciesin.columbia.edu/data/set/povmap-global-subnational-infant-mortality-rates/data-download
http://sedac.ciesin.columbia.edu/data/set/povmap-global-subnational-prevalence-child-malnutrition/data-download","http://sedac.ciesin.columbia.edu/povmap/downloads/ds_global/imr_tabular.zip
http://sedac.ciesin.columbia.edu/povmap/downloads/ds_global/hunger_tabular.zip",https://www.facebook.com/socioeconomicdataandappsctr,,,,,,,,,,,,,,,,,"Turkmenistan2000.csv
TurkmenistanPopADM1.xlsx","https://drive.google.com/a/gapminder.org/folderview?id=0B0HB08a-a9MbMlJpUWdQUnVfWTA&usp=sharing
https://drive.google.com/folderview?id=0B0HB08a-a9MbRDFTdWNSLTZHV1k&usp=sharing","https://doc-00-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/095g1v08amoj58mahhe6gpne30ogjf1b/1381154400000/17069385315282184580/17069385315282184580/0B0HB08a-a9Mba1BJYUoxazVVZUE?h=07874974558453865051&e=download, https://drive.google.com/a/gapminder.org/folderview?id=0B0HB08a-a9MbMlJpUWdQUnVfWTA&usp=sharing
https://doc-00-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/3h2ts9jrbi0n9i09i2lk70lcq06vrslm/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbRTJSNWR6eUdQSjQ?h=07874974558453865051&e=download, ",,,http://spatialdata.measuredhs.com/data.html,,
Uganda,511,English,Uganda Info_2012_en.csv,http://devinfo.org/ugandainfo/libraries/aspx/Home.aspx,http://devinfo.org/ugandainfo/stock/data/CSV_DataFiles/Uganda%20Info_2012_en.zip,http://www.devinfo.org/articles/news,,,,,,,,"Mortality rates (DHS) for Gapminder.xlsx
Fertility rates (DHS) for Gapminder.xlsx
Equity (DHS and MICS) for Gapminder.xlsx",https://www.dropbox.com/sh/e7oqw6huu5k215m/c0qsUbRg5r,,,,,,,,,"UGA_sae_csv.csv
imr_highres.csv","http://sedac.ciesin.columbia.edu/data/set/povmap-small-area-estimates-poverty-inequality/data-download
http://sedac.ciesin.columbia.edu/data/set/povmap-global-subnational-infant-mortality-rates/data-download","n/a
http://sedac.ciesin.columbia.edu/povmap/downloads/ds_global/imr_tabular.zip",https://www.facebook.com/socioeconomicdataandappsctr,,,,,Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx,http://www.ophi.org.uk/multidimensional-poverty-index/mpi-data-bank/mpi-data/,http://www.ophi.org.uk/wp-content/uploads/Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx?7ff332,https://www.facebook.com/pages/OPHI-Oxford-Poverty-and-Human-Development-Initiative/206436442734224,"TPOV_PT125.csv
TPOV_PT200.csv","http://harvestchoice.org/data/poverty-headcount-ratio-below-05-ppp-125day-percent-2005
http://harvestchoice.org/data/poverty-headcount-ratio-below-05-ppp-200day-percent-2005","http://harvestchoice.org/sites/default/files/downloads/data/TPOV_PT125_2.zip
http://harvestchoice.org/sites/default/files/downloads/data/TPOV_PT200_2.zip",https://www.facebook.com/harvestchoice,regions_data_web_july2012.xls,http://scholar.harvard.edu/shleifer/publications/human-capital-and-regional-development,http://scholar.harvard.edu/files/shleifer/files/regions_data_web_july2012.xls,,"Uganda.xls
UgandaPopADM1.xlsx","https://drive.google.com/a/gapminder.org/folderview?id=0B0HB08a-a9MbQmwxTHBnVTRKUmc&usp=sharing
https://drive.google.com/folderview?id=0B0HB08a-a9MbRDFTdWNSLTZHV1k&usp=sharing","https://doc-0g-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/72e42j69vhdftteuec2f4phsohotg6kn/1381154400000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbR2VEOGdieWZuN2c?h=07874974558453865051&e=download, https://drive.google.com/a/gapminder.org/folderview?id=0B0HB08a-a9MbQmwxTHBnVTRKUmc&usp=sharing
https://doc-0o-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/rtausq1ppoovu0glgukcpp84214iqeup/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbQzZ1V1JjMzRjMDQ?h=07874974558453865051&e=download, ",,,http://spatialdata.measuredhs.com/data.html,,
Ukraine,453,no DevInfo,,,,,,,,,Ukraine_Calc_Jy_012506.xls,http://gecon.yale.edu/ukraine,http://gecon.yale.edu/sites/default/files/Ukraine_Calc_Jy_012506.xls,,,,Equity (DHS and MICS) for Gapminder.xlsx,https://www.dropbox.com/sh/e7oqw6huu5k215m/c0qsUbRg5r,,,,,,,,,,,,,,Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx,http://www.ophi.org.uk/multidimensional-poverty-index/mpi-data-bank/mpi-data/,http://www.ophi.org.uk/wp-content/uploads/Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx?7ff332,https://www.facebook.com/pages/OPHI-Oxford-Poverty-and-Human-Development-Initiative/206436442734224,,,,,regions_data_web_july2012.xls,http://scholar.harvard.edu/shleifer/publications/human-capital-and-regional-development,http://scholar.harvard.edu/files/shleifer/files/regions_data_web_july2012.xls,,"Ukraine2007.csv
UkrainPopADM1.xlsx","https://drive.google.com/a/gapminder.org/folderview?id=0B0HB08a-a9MbMlJpUWdQUnVfWTA&usp=sharing
https://drive.google.com/folderview?id=0B0HB08a-a9MbRDFTdWNSLTZHV1k&usp=sharing","https://doc-00-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/3v4vd2gc9pshq3vftvq2nquu3o1vhm5m/1381154400000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbcnAtcDI4Ymd3NDQ?h=07874974558453865051&e=download, https://drive.google.com/a/gapminder.org/folderview?id=0B0HB08a-a9MbMlJpUWdQUnVfWTA&usp=sharing
https://doc-0o-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/6p4t7scu61viod13bf246ajgj3usslt1/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbWWFucXA4bFRsazA?h=07874974558453865051&e=download, ",,,http://spatialdata.measuredhs.com/data.html,,
United Arab Emirates,244,no DevInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,regions_data_web_july2012.xls,http://scholar.harvard.edu/shleifer/publications/human-capital-and-regional-development,http://scholar.harvard.edu/files/shleifer/files/regions_data_web_july2012.xls,,,,,,,,,
United Kingdom,392,no DevInfo,,,,,,,,,Europe_cal_xi_101309.xls,http://gecon.yale.edu/united-kingdom,http://gecon.yale.edu/sites/default/files/Europe_cal_xi_101309_22.xls,,,,,,,,,,,,,,,,,,,,,,,,,,,regions_data_web_july2012.xls,http://scholar.harvard.edu/shleifer/publications/human-capital-and-regional-development,http://scholar.harvard.edu/files/shleifer/files/regions_data_web_july2012.xls,,,,,,,,,
United States,414,No DevInfo,,,,,,,,,US_calc_xi_090110.xls,http://gecon.yale.edu/usa,http://gecon.yale.edu/sites/default/files/US_calc_xi_090110.xls,,,,,,,,,,,imr_highres.csv,http://sedac.ciesin.columbia.edu/data/set/povmap-global-subnational-infant-mortality-rates/data-download,http://sedac.ciesin.columbia.edu/povmap/downloads/ds_global/imr_tabular.zip,https://www.facebook.com/socioeconomicdataandappsctr,demographic statistics.xml,http://stats.oecd.org/#,http://stats.oecd.org/FileView2.aspx?IDFile=00fa8a34-d432-4aff-aad4-b0924ff0c89e,http://www.oecd.org/std/theoecdstatisticsnewsletter-allissues.htm,,,,,,,,,regions_data_web_july2012.xls,http://scholar.harvard.edu/shleifer/publications/human-capital-and-regional-development,http://scholar.harvard.edu/files/shleifer/files/regions_data_web_july2012.xls,,,,,,,,,
Uruguay,209,no DevInfo,,,,,,,,,,,,,,,,,,,,,,imr_highres.csv,http://sedac.ciesin.columbia.edu/data/set/povmap-global-subnational-infant-mortality-rates/data-download,http://sedac.ciesin.columbia.edu/povmap/downloads/ds_global/imr_tabular.zip,https://www.facebook.com/socioeconomicdataandappsctr,,,,,,,,,,,,,regions_data_web_july2012.xls,http://scholar.harvard.edu/shleifer/publications/human-capital-and-regional-development,http://scholar.harvard.edu/files/shleifer/files/regions_data_web_july2012.xls,,UruguayPopADM1.xlsx,https://drive.google.com/folderview?id=0B0HB08a-a9MbRDFTdWNSLTZHV1k&usp=sharing,"https://doc-14-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/orpfqb9anad3tiffv00b2vn8634ssmgf/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbMGtLZmVXMktiRjg?h=07874974558453865051&e=download, ",,,,,
Uzbekistan,454,no DevInfo,,,,,,,,,,,,"Mortality rates (DHS) for Gapminder.xlsx
Fertility rates (DHS) for Gapminder.xlsx
Equity (DHS and MICS) for Gapminder.xlsx",https://www.dropbox.com/sh/e7oqw6huu5k215m/c0qsUbRg5r,,Equity (DHS and MICS) for Gapminder.xlsx,https://www.dropbox.com/sh/e7oqw6huu5k215m/c0qsUbRg5r,,,,,,imr_highres.csv,http://sedac.ciesin.columbia.edu/data/set/povmap-global-subnational-infant-mortality-rates/data-download,http://sedac.ciesin.columbia.edu/povmap/downloads/ds_global/imr_tabular.zip,https://www.facebook.com/socioeconomicdataandappsctr,,,,,Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx,http://www.ophi.org.uk/multidimensional-poverty-index/mpi-data-bank/mpi-data/,http://www.ophi.org.uk/wp-content/uploads/Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx?7ff332,https://www.facebook.com/pages/OPHI-Oxford-Poverty-and-Human-Development-Initiative/206436442734224,,,,,regions_data_web_july2012.xls,http://scholar.harvard.edu/shleifer/publications/human-capital-and-regional-development,http://scholar.harvard.edu/files/shleifer/files/regions_data_web_july2012.xls,,UzbekistanPopADM1.xlsx,https://drive.google.com/folderview?id=0B0HB08a-a9MbRDFTdWNSLTZHV1k&usp=sharing,"https://doc-0c-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/0j2s20jhne2jg6cdhkuvh5eh1bujpnnv/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbZzlUTmRDMGNDajQ?h=07874974558453865051&e=download, ",,,http://spatialdata.measuredhs.com/data.html,,
Vanuatu,186,no DevInfo,,,,,,,,,,,,,,,Equity (DHS and MICS) for Gapminder.xlsx,https://www.dropbox.com/sh/e7oqw6huu5k215m/c0qsUbRg5r,,,,,,,,,,,,,,,,,,,,,,,,,,VanuatuPopADM1.xlsx,https://drive.google.com/folderview?id=0B0HB08a-a9MbRDFTdWNSLTZHV1k&usp=sharing,"https://doc-14-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/rf5crdb9duf4v7vg8s7vl6ai7j0ln23f/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbdTBPQkRpYVd0ZTg?h=07874974558453865051&e=download, ",,,,,
Venezuela,397,no DevInfo,,,,,,,,,Venezuela_Calc_Da_060805.xls,http://gecon.yale.edu/venezuela,http://gecon.yale.edu/sites/default/files/Venezuela_Calc_Da_060805.xls,,,,,,,,,,,imr_highres.csv,http://sedac.ciesin.columbia.edu/data/set/povmap-global-subnational-infant-mortality-rates/data-download,http://sedac.ciesin.columbia.edu/povmap/downloads/ds_global/imr_tabular.zip,https://www.facebook.com/socioeconomicdataandappsctr,,,,,,,,,,,,,regions_data_web_july2012.xls,http://scholar.harvard.edu/shleifer/publications/human-capital-and-regional-development,http://scholar.harvard.edu/files/shleifer/files/regions_data_web_july2012.xls,,VenezuelaPopADM1.xlsx,https://drive.google.com/folderview?id=0B0HB08a-a9MbRDFTdWNSLTZHV1k&usp=sharing,"https://doc-10-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/rsd94co9hu9jtctolhfrsocdfflosfnc/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbMkZUOGNWVzM2Q0E?h=07874974558453865051&e=download, ",,,,,
Vietnam,522,English,Vietnam_2012_en.csv,http://www.devinfo.org/vietnam/libraries/aspx/Home.aspx,http://www.devinfo.org/vietnam/stock/data/CSV_DataFiles/Vietnam_2012_en.zip,http://www.devinfo.org/articles/news,"Viet Nam OPD_2011_en.csv
Vietnam - MICSInfo_2011_en 2.csv","http://www.devinfo.org/vietnamopd/libraries/aspx/Home.aspx
http://www.devinfo.org/vietnammicsinfo/libraries/aspx/Home.aspx","http://www.devinfo.org/vietnamopd/stock/data/CSV_DataFiles/Viet%20Nam%20OPD_2011_en.zip
http://www.devinfo.org/vietnammicsinfo/stock/data/CSV_DataFiles/Vietnam%20-%20MICSInfo_2011_en.zip",,Vietnam_Calc_MM_080105.xls,http://gecon.yale.edu/vietnam,http://gecon.yale.edu/sites/default/files/Vietnam_Calc_MM_080105.xls,"Mortality rates (DHS) for Gapminder.xlsx
Fertility rates (DHS) for Gapminder.xlsx
Equity (DHS and MICS) for Gapminder.xlsx",https://www.dropbox.com/sh/e7oqw6huu5k215m/c0qsUbRg5r,,Equity (DHS and MICS) for Gapminder.xlsx,https://www.dropbox.com/sh/e7oqw6huu5k215m/c0qsUbRg5r,,"vietnam pop 2011.xls
vietnam fertility.xls
vietnam infant mortality.xls","http://www.gso.gov.vn/default_en.aspx?tabid=467&idmid=3&ItemID=12939
http://www.gso.gov.vn/default_en.aspx?tabid=467&idmid=3&ItemID=12909
http://www.gso.gov.vn/default_en.aspx?tabid=467&idmid=3&ItemID=12906","http://www.gso.gov.vn/Modules/Doc_Download.aspx?DocID=15757
http://www.gso.gov.vn/Modules/Doc_Download.aspx?DocID=15723
http://www.gso.gov.vn/Modules/Doc_Download.aspx?DocID=15720",http://www.gso.gov.vn/default_en.aspx,"VNM_sae_csv.csv
VietnamCaseStudy.csv
imr_highres.csv","http://sedac.ciesin.columbia.edu/data/set/povmap-small-area-estimates-poverty-inequality/data-download

http://sedac.ciesin.columbia.edu/data/set/povmap-global-subnational-infant-mortality-rates/data-download","n/a

http://sedac.ciesin.columbia.edu/povmap/downloads/ds_global/imr_tabular.zip",https://www.facebook.com/socioeconomicdataandappsctr,,,,,Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx,http://www.ophi.org.uk/multidimensional-poverty-index/mpi-data-bank/mpi-data/,http://www.ophi.org.uk/wp-content/uploads/Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx?7ff332,https://www.facebook.com/pages/OPHI-Oxford-Poverty-and-Human-Development-Initiative/206436442734224,,,,,regions_data_web_july2012.xls,http://scholar.harvard.edu/shleifer/publications/human-capital-and-regional-development,http://scholar.harvard.edu/files/shleifer/files/regions_data_web_july2012.xls,,"Vietnam-ADM1poverty.xls
VietnamPopADM1.xlsx","https://drive.google.com/a/gapminder.org/folderview?id=0B0HB08a-a9MbQmwxTHBnVTRKUmc&usp=sharing
https://drive.google.com/folderview?id=0B0HB08a-a9MbRDFTdWNSLTZHV1k&usp=sharing","https://doc-0g-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/dgmqj7kbec00o0p16io8sohnnurcg1rm/1381154400000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbeFRQcFhUZWNsbXc?h=07874974558453865051&e=download, https://drive.google.com/a/gapminder.org/folderview?id=0B0HB08a-a9MbQmwxTHBnVTRKUmc&usp=sharing
https://doc-00-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/d3s0n4duapeiqcgmj3kpl58qgps8rnko/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbeUtfUkpqaHlPakE?h=07874974558453865051&e=download, ",,,http://spatialdata.measuredhs.com/data.html,,
